Suburb Name,Zone Name,Suburb Postcode
PARKDAKE,Melbourne,3195
BONBEACH,Melbourne,3196
CHELSEA,Melbourne,3196
CHELSEA HEIGHTS,Melbourne,3196
EDITHVALE,Melbourne,3196
CARRUM,Melbourne,3197
PATTERSON LAKES,Melbourne,3197
SEAFORD,Melbourne,3198
FRANKSTON,Melbourne,3199
FRANKSTON SOUTH,Melbourne,3199
FRANKSTON NORTH,Melbourne,3200
CARRUM DOWNS,Melbourne,3201
CARRUM WOODS DR CARRUM DOWNS,Melbourne,3201
HEATHERTON,Melbourne,3202
MCKINNON,Melbourne,3204
ORMOND,Melbourne,3204
SOUTH MELBOURNE,Melbourne,3205
KENNSINGTON,Melbourne,3205
ALBERT PARK,Melbourne,3206
PORT MELBOURNE,Melbourne,3207
PORT MELBOURE,Melbourne,3207
WOLLERT,Melbourne,3750
SOUTH MORANG,Melbourne,3752
DOREEN,Melbourne,3754
MERNDA,Melbourne,3754
MONTROSE,Melbourne,3765
sassafras,Melbourne,3787
MT EVELYN,Melbourne,3796
Clayton,Melbourne,3800
ENDEAVOUR HILLS,Melbourne,3802
HALLAM,Melbourne,3803
NARRE WARREN EAST,Melbourne,3804
NARRE WARREN NORTH,Melbourne,3804
NARRE WARREN,Melbourne,3805
NARRE WARREN SOUTH,Melbourne,3805
Berwick,Melbourne,3806
LANGWARRIN,Melbourne,3910
LANGWARRIN SOUTH,Melbourne,3911
BAXTER,Melbourne,3911
LYNDHURST,Melbourne,3975
LYNBROOK,Melbourne,3975
HAMPTON PARK,Melbourne,3976
BOTANIC RIDGE,Melbourne,3977
BOTANIC RODGE,Melbourne,3977
CRANBOURNE,Melbourne,3977
CRANBOURNE EAST,Melbourne,3977
CRANBOURNE NORTH,Melbourne,3977
CRANBOURNE NORTH NORTH,Melbourne,3977
CRANBOURNE SOUTH,Melbourne,3977
DEVON MEADOWS,Melbourne,3977
JUNCTION VILLAGE,Melbourne,3977
SANDHURST,Melbourne,3977
SKYE,Melbourne,3977
CANNONS CREEK,Melbourne,3977
CLYDE,Melbourne,3978
CLYDE NORTH,Melbourne,3978
CRANBOURNE WEST,Melbourne,3977
BEACONSFIELD,Melbourne,3807
Melbourne?,Melbourne,3001
World Trade Centre,Melbourne,3005
Royal Melbourne Hospital,Melbourne,3050
Nunawading BC,Melbourne,3110
Dandenong South,Melbourne,3164
Scoresby BC,Melbourne,3176
PEARCEDALE,Mornington Peninsula,3912
SOMERVILLE,Mornington Peninsula,3912
TYABB,Mornington Peninsula,3913
HASTINGS,Mornington Peninsula,3915
MERRICKS,Mornington Peninsula,3916
BITTERN,Mornington Peninsula,3918
CRIB POINT,Mornington Peninsula,3919
WIMBLEDON HEIGHTS,Mornington Peninsula,3919
BALNARRING,Mornington Peninsula,3926
FLINDERS,Mornington Peninsula,3929
MOUNT ELIZA,Mornington Peninsula,3930
MT ELIZA,Mornington Peninsula,3930
MORNINGTON,Mornington Peninsula,3931
MOUNT MARTHA,Mornington Peninsula,3934
MT MARTHA,Mornington Peninsula,3934
ARTHURS SEAT,Mornington Peninsula,3936
DROMANA,Mornington Peninsula,3936
SAFETY BEACH,Mornington Peninsula,3936
RED HILL,Mornington Peninsula,3937
MCCRAE,Mornington Peninsula,3938
ROSEBUD,Mornington Peninsula,3939
CAPE SCHANCK,Mornington Peninsula,3939
CAPEL SOUND,Mornington Peninsula,3940
RYE,Mornington Peninsula,3941
SAINT ANDREWS BEACH,Mornington Peninsula,3941
ST ANDREWS BEACH,Mornington Peninsula,3941
TOOTGAROOK,Mornington Peninsula,3941
BLAIRGOWRIE,Mornington Peninsula,3942
SORRENTO,Mornington Peninsula,3943
PORTSEA,Mornington Peninsula,3944
HMAS CERBERUS,Mornington Peninsula,3920
SOMERS,Mornington Peninsula,3927
MAIN RIDGE,Mornington Peninsula,3928
Moorooduc?,Mornington Peninsula,3933
GEORGETOWN,Newcastle,2298
WARATAH,Newcastle,2298
WARATAH WEST,Newcastle,2298
WALLSEND,Newcastle,2287
ADAMSTOWN,Newcastle,2289
ADAMSTOWN HEIGHTS,Newcastle,2289
KOTARA,Newcastle,2289
KOTARA SOUTH,Newcastle,2289
GARDEN SUBURB,Newcastle,2289
HIGHFIELDS,Newcastle,2289
CHARLESTOWN,Newcastle,2289
COOKS HILL,Newcastle,2300
BAR BEACH,Newcastle,2300
NEWCASTLE,Newcastle,2300
THE HILL,Newcastle,2300
NEWCASTLE EAST,Newcastle,2300
NEWCASTLE WEST,Newcastle,2302
HAMILTON SOUTH,Newcastle,2303
HAMILTON EAST,Newcastle,2303
MAYFIELD,Newcastle,2304
MAYFIELD EAST,Newcastle,2304
MAYFIELD WEST,Newcastle,2304
WARABROOK,Newcastle,2304
NEW LAMBTON,Newcastle,2305
NEW LAMBTON HEIGHTS,Newcastle,2305
WINDALE,Newcastle,2306
SHORTLAND,Newcastle,2307
CALLAGHAN,Newcastle,2308
CORLETTE,Newcastle,2315
NELSON BAY,Newcastle,2315
SHOAL BAY,Newcastle,2315
FINGAL BAY,Newcastle,2315
SALAMANDER BAY,Newcastle,2317
SOLDIERS POINT,Newcastle,2317
MEDOWIE,Newcastle,2318
FULLERTON COVE,Newcastle,2318
SALT ASH,Newcastle,2318
LEMON TREE PASSAGE,Newcastle,2319
TANILBA BAY,Newcastle,2319
MALLABULA,Newcastle,2319
GILLIESTON HEIGHTS,Newcastle,2321
HEDDON GRETA,Newcastle,2321
MORPETH,Newcastle,2321
RAWORTH,Newcastle,2321
BUTTERWICK,Newcastle,2321
Clarence Town,Newcastle,2321
BERESFIELD,Newcastle,2322
BLACK HILL,Newcastle,2322
CHISHOLM,Newcastle,2322
TARRO,Newcastle,2322
THORNTON,Newcastle,2322
TOMAGO,Newcastle,2322
WOODBERRY,Newcastle,2322
ASHTONFIELD,Newcastle,2323
HEATHERBRAE,Newcastle,2324
RAYMOND TERRACE,Newcastle,2324
Hawks Nest,Newcastle,2324
BELLBIRD HEIGHTS,Newcastle,2325
NORTH ROTHBURY,Newcastle,2335
THERESA PARK,South Highlands,2570
WEROMBI,South Highlands,2570
BUXTON,South Highlands,2571
PICTON,South Highlands,2571
WILTON,South Highlands,2571
RAZORBACK,South Highlands,2571
THIRLMERE,South Highlands,2572
TAHMOOR,South Highlands,2573
BARGO,South Highlands,2574
MITTAGONG,South Highlands,2575
WILLOW VALE,South Highlands,2575
HILL TOP,South Highlands,2575
COLO VALE,South Highlands,2575
RENWICK,South Highlands,2575
BRAEMAR,South Highlands,2575
BREAMAR,South Highlands,2575
BOWRAL,South Highlands,2576
GLENQUARRY,South Highlands,2576
SUTTON FOREST,South Highlands,2577
MURRUMBATEMAN,South Highlands,2582
BANKSIA BEACH,Sunshine Coast,4507
BONGAREE,Sunshine Coast,4507
MANGO HILL,Sunshine Coast,4509
NORTH LAKES,Sunshine Coast,4509
NORTHLAKES,Sunshine Coast,4509
BELLMERE,Sunshine Coast,4510
CABOOLTURE,Sunshine Coast,4510
CABOOLTURE SOUTH,Sunshine Coast,4510
Upper Caboolture,Sunshine Coast,4510
BEACHMERE,Sunshine Coast,4510
DONNYBROOK,Sunshine Coast,4510
NINGI,Sunshine Coast,4511
Bracalba,Sunshine Coast,4512
Elimbah,Sunshine Coast,4516
Glass House Mountains,Sunshine Coast,4518
BEERWAH,Sunshine Coast,4519
Samford Village,Sunshine Coast,4520
YUGAR,Sunshine Coast,4520
LANDSBOROUGH,Sunshine Coast,4550
AROONA,Sunshine Coast,4551
BARINGA,Sunshine Coast,4551
BELLS CREEK,Sunshine Coast,4551
CALOUNDRA WEST,Sunshine Coast,4551
CURRIMUNDI,Sunshine Coast,4551
GOLDEN BEACH,Sunshine Coast,4551
LITTLE MOUNTAIN,Sunshine Coast,4551
MERIDAN PLAINS,Sunshine Coast,4551
PELICAN WATERS,Sunshine Coast,4551
KINGS BEACH,Sunshine Coast,4551
MOFFAT BEACH,Sunshine Coast,4551
CONONDALE,Sunshine Coast,4552
GLENVIEW,Sunshine Coast,4553
PALMVIEW,Sunshine Coast,4553
PALMWOODS,Sunshine Coast,4555
BUDERIM,Sunshine Coast,4556
KUNDA PARK,Sunshine Coast,4556
MONS,Sunshine Coast,4556
SIPPY DOWNS,Sunshine Coast,4556
MOOLOOLABA,Sunshine Coast,4557
MOUNTAIN CREEK,Sunshine Coast,4557
MAROOCHYDORE,Sunshine Coast,4558
DIDDILLIBAH,Sunshine Coast,4559
WOOMBYE,Sunshine Coast,4559
BLI BLI,Sunshine Coast,4560
MONTVILLE,Sunshine Coast,4560
NAMBOUR,Sunshine Coast,4560
ROSEMOUNT,Sunshine Coast,4560
TOWEN MOUNTAIN,Sunshine Coast,4560
Burnside,Sunshine Coast,4560
KUREELPA,Sunshine Coast,4560
Yandina,Sunshine Coast,4561
EERWAH VALE,Sunshine Coast,4562
EUMUNDI,Sunshine Coast,4562
VERRIERDALE,Sunshine Coast,4562
COOROY,Sunshine Coast,4563
TINBEERWAH,Sunshine Coast,4563
MUDJIMBA,Sunshine Coast,4564
TWIN WATERS,Sunshine Coast,4564
MARCOOLA,Sunshine Coast,4564
COOROIBAH,Sunshine Coast,4565
TEWANTIN,Sunshine Coast,4565
NOOSAVILLE,Sunshine Coast,4566
CASTAWAYS BEACH,Sunshine Coast,4567
SUNRISE BEACH,Sunshine Coast,4567
SUNSHINE BEACH,Sunshine Coast,4567
Pomona,Sunshine Coast,4568
ALEXANDRA HEADLAND,Sunshine Coast,4572
ALEXANDRA HEADLANDS,Sunshine Coast,4572
COOLUM BEACH,Sunshine Coast,4573
MOUNT COOLUM,Sunshine Coast,4573
MT COOLUM,Sunshine Coast,4573
PEREGIAN SPRINGS,Sunshine Coast,4573
Yaroomba,Sunshine Coast,4573
BIRTINYA,Sunshine Coast,4575
BOKARINA,Sunshine Coast,4575
MINYAMA,Sunshine Coast,4575
PARREARRA,Sunshine Coast,4575
WURTULLA,Sunshine Coast,4575
Mount Pleasant,Sunshine Coast,4521
MT COLAH,Sydney,2079
MOUNT KURING-GAI,Sydney,2080
GLENMORE PARK,SYDNEY,2745
MULGOA,SYDNEY,2745
REGENTVILLE,SYDNEY,2745
Luddenham,SYDNEY,2745
WALLACIA,SYDNEY,2745
WARRAGAMBA,SYDNEY,2752
SILVERDALE,SYDNEY,2752
NORTH RICHMOND,SYDNEY,2754
BLIGH PARK,SYDNEY,2756
EBENEZER,SYDNEY,2756
MCGRATHS HILL,SYDNEY,2756
SOUTH WINDSOR,SYDNEY,2756
PITT TOWN,SYDNEY,2756
WINDSOR,SYDNEY,2756
CLARENDON,SYDNEY,2756
GLOSSODIA,SYDNEY,2756
WILBERFORCE,SYDNEY,2756
WINDSOR DOWNS,SYDNEY,2756
FREEMANS REACH,SYDNEY,2756
CATTAI,SYDNEY,2756
KURRAJONG,SYDNEY,2758
BARANGAROO,Sydney,2000
HAYMARKET,Sydney,2000
MILLERS POINT,Sydney,2000
SYDNEY,Sydney,2000
THE ROCKS,Sydney,2000
DAWES POINT,Sydney,2000
Wynyard,Sydney,2000
ULTIMO,Sydney,2007
DARLINGTON,Sydney,2008
CHIPPENDALE,Sydney,2008
PYRMONT,Sydney,2009
DARLINGHURST,Sydney,2010
SURRY HILLS,Sydney,2010
POTTS POINT,Sydney,2011
ELIZABETH BAY,Sydney,2011
ELIZABETHBAY,Sydney,2011
RUSHCUTTERS BAY,Sydney,2011
WOOLLOMOLLO,Sydney,2011
WOOLLOOMOOLOO,Sydney,2011
RUSHCUTTER'S BAY,Sydney,2011
ALEXANDRIA,Sydney,2015
BEACONSFIELD,Sydney,2015
EVELEIGH,Sydney,2015
REDFERN,Sydney,2016
WATERLOO,Sydney,2017
ZETLAND,Sydney,2017
EASTLAKES,Sydney,2018
ROSEBERY,Sydney,2018
BOTANY,Sydney,2019
BANKSMEADOW,Sydney,2019
MASCOT,Sydney,2020
CENTENNIAL PARK,Sydney,2021
MOORE PARK,Sydney,2021
BONDI JUNCTION,Sydney,2022
QUEENS PARK,Sydney,2022
BELLEVUE HILL,Sydney,2023
BRONTE,Sydney,2024
WAVERLEY,Sydney,2024
WOOLLAHRA,Sydney,2025
BONDI,Sydney,2026
BONDI BEACH,Sydney,2026
NORTH BONDI,Sydney,2026
TAMARAMA,Sydney,2026
DARLING POINT,Sydney,2027
EDGECLIFF,Sydney,2027
POINT PIPER,Sydney,2027
DOUBLE BAY,Sydney,2028
ROSE BAY,Sydney,2029
DOVER HEIGHTS,Sydney,2030
VAUCLUSE,Sydney,2030
CLOVELLY,Sydney,2031
RANDWICK,Sydney,2031
COOGEE,Sydney,2031
KINGSFORD,Sydney,2032
DACEYVILLE,Sydney,2032
KENSINGTON,Sydney,2033
SOUTH COOGEE,Sydney,2034
MAROUBRA,Sydney,2035
PAGEWOOD,Sydney,2035
CHIFLEY,Sydney,2036
EASTGARDENS,Sydney,2036
HILLSDALE,Sydney,2036
LITTLE BAY,Sydney,2036
MATRAVILLE,Sydney,2036
PHILLIP BAY,Sydney,2036
MALABAR,Sydney,2036
FOREST LODGE,Sydney,2037
GLEBE,Sydney,2037
ANNANDALE,Sydney,2038
ROZELLE,Sydney,2039
LEICHARDT,Sydney,2040
LILYFIELD,Sydney,2040
BALMAIN,Sydney,2041
BALMAIN EAST,Sydney,2041
BIRCHGROVE,Sydney,2041
ENMORE,Sydney,2042
NEWTOWN,Sydney,2042
ERSKINEVILLE,Sydney,2043
ST PETERS,Sydney,2044
TEMPE,Sydney,2044
SAINT PETERS,Sydney,2044
HABERFIELD,Sydney,2045
ABBOTSFORD,Sydney,2046
CANADA BAY,Sydney,2046
CHISWICK,Sydney,2046
FIVE DOCK,Sydney,2046
RODD POINT,Sydney,2046
RUSSELL LEA,Sydney,2046
WAREEMBA,Sydney,2046
DRUMMOYNE,Sydney,2047
STANMORE,Sydney,2048
LEWISHAM,Sydney,2049
PETERSHAM,Sydney,2049
CAMPERDOWN,Sydney,2050
UNSW SYDNEY,Sydney,2052
CHATSWOOD CHASE,Sydney,2057
NORTH SYDNEY,Sydney,2060
WAVERTON,Sydney,2060
MCMAHONS POINT,Sydney,2060
LAVENDER BAY,Sydney,2060
KIRRIBILLI,Sydney,2061
MILSONS POINT,Sydney,2061
MILSON'S POINT,Sydney,2061
CAMARAY,Sydney,2062
CAMMERAY,Sydney,2062
NORTBRIDGE,Sydney,2063
NORTHBRIDGE,Sydney,2063
ARTARMON,Sydney,2064
CROWS NEST,Sydney,2065
NAREMBURN,Sydney,2065
ST LEONARDS,Sydney,2065
WOLLSTONECRAFT,Sydney,2065
GREENWICH,Sydney,2065
LANE COVE,Sydney,2066
LANE COVE NORTH,Sydney,2066
LANE COVE WEST,Sydney,2066
RIVERVIEW,Sydney,2066
LONGUEVILLE,Sydney,2066
LINLEY POINT,Sydney,2066
NORTHWOOD,Sydney,2066
CHATSWOOD,Sydney,2067
CHATSWOOD WEST,Sydney,2067
MIDDLE COVE,Sydney,2068
WILLOUGHBY,Sydney,2068
CASTLECRAG,Sydney,2068
NORTH WILLOUGHBY,Sydney,2068
WILLOUGHBY EAST,Sydney,2068
ROSEVILLE,Sydney,2069
ROSEVILLE CHASE,Sydney,2069
CASTLE COVE,Sydney,2069
LINDFIELD,Sydney,2070
EAST LINDFIELD,Sydney,2070
KILLARA,Sydney,2071
EAST KILLARA,Sydney,2071
GORDON,Sydney,2072
PYMBLE,Sydney,2073
WEST PYMBLE,Sydney,2073
SOUTH TURRAMURRA,Sydney,2074
TURRAMURRA,Sydney,2074
WARRAWEE,Sydney,2074
NORTH TURRAMURRA,Sydney,2074
TURRUMURRA,Sydney,2074
SAINT IVES,Sydney,2075
SAINT IVES CHASE,Sydney,2075
ST IVES,Sydney,2075
ST IVES CHASE,Sydney,2075
ST IVESS CHASE,Sydney,2075
ST. IVES,Sydney,2075
ST.IVES,Sydney,2075
ST; IVES,Sydney,2075
NORTH WAHROONGA,Sydney,2076
WAHROONGA,Sydney,2076
NORMANHURST,Sydney,2076
ASQUITH,Sydney,2077
HORNSBY,Sydney,2077
WAITARA,Sydney,2077
HORNSBY HEIGHTS,Sydney,2077
TERREY HILLS,Sydney,2084
BELROSE,Sydney,2085
DAVIDSON,Sydney,2085
FRENCHS FOREST,Sydney,2085
FRENCHS FORREST,Sydney,2086
FORESTVILLE,Sydney,2087
KILLARNEY HEIGHTS,Sydney,2087
MOSMAN,Sydney,2088
SPIT JUNCTION,Sydney,2088
NEUTRAL BAY,Sydney,2089
KURRABA POINT,Sydney,2089
CREMORNE,Sydney,2090
CREMORNE POINT,Sydney,2090
SEAFORTH,Sydney,2092
BALGOWLAH,Sydney,2093
BALGOWLAH HEIGHTS,Sydney,2093
MANLY VALE,Sydney,2093
NORTH BALGOWLAH,Sydney,2093
FAIRLIGHT,Sydney,2094
QUEENSCLIFF,Sydney,2095
CROMER,Sydney,2096
CURL CURL,Sydney,2096
FRESHWATER,Sydney,2096
FRESH WATER,Sydney,2096
COLLAROY,Sydney,2097
COLLAROY PLATEAU,Sydney,2097
WHEELER HEIGHTS,Sydney,2097
DEE WHY,Sydney,2099
NARRAWEENA,Sydney,2099
NORTH CURL CURL,Sydney,2099
DEEWHY,Sydney,2099
BEACON HILL,Sydney,2100
ALLAMBIE HEIGHTS,Sydney,2100
BROOKVALE,Sydney,2100
NORTH MANLY,Sydney,2100
OXFORD FALLS,Sydney,2100
NARRABEEN,Sydney,2101
NORTH NARRABEEN,Sydney,2101
ELANORA HEIGHTS,Sydney,2101
WARRIEWOOD,Sydney,2102
MONA VALE,Sydney,2103
BAYVIEW,Sydney,2104
CHURCH POINT,Sydney,2105
NEWPORT,Sydney,2106
AVALON,Sydney,2107
AVALON BEACH,Sydney,2107
BILGOLA,Sydney,2107
BILGOLA BEACH,Sydney,2107
BILGOLA PLATEAU,Sydney,2107
WHALE BEACH,Sydney,2107
CLAREVILLE,Sydney,2107
PALM BEACH,Sydney,2108
HUNTERS HILL,Sydney,2110
WOOLWICH,Sydney,2110
GLADESVILLE,Sydney,2111
HENLEY,Sydney,2111
TENNYSON POINT,Sydney,2111
HUNTLEYS COVE,Sydney,2111
HUNTLEYS POINT,Sydney,2111
DENISTONE EAST,Sydney,2112
PUTNEY,Sydney,2112
RYDE,Sydney,2112
EAST RYDE,Sydney,2113
MACQUARIE PARK,Sydney,2113
NORTH RYDE,Sydney,2113
DENISTONE,Sydney,2114
MEADOWBANK,Sydney,2114
WEST RYDE,Sydney,2114
MELROSE PARK,Sydney,2114
DENISTONE WEST,Sydney,2114
ERMINGTON,Sydney,2115
RYDALMERE,Sydney,2116
DUNDAS,Sydney,2117
DUNDAS VALLEY,Sydney,2117
OATLANDS,Sydney,2117
TELOPEA,Sydney,2117
CARLINGFORD,Sydney,2118
BEECROFT,Sydney,2119
CHELTENHAM,Sydney,2119
PENNANT HILLS,Sydney,2120
THORNLEIGH,Sydney,2120
WESTLEIGH,Sydney,2120
EPPING,Sydney,2121
NORTH EPPING,Sydney,2121
EASTWOOD,Sydney,2122
MARSFIELD,Sydney,2122
WEST PENNANT HILLS,Sydney,2125
CHERRYBROOK,Sydney,2126
NEWINGTON,Sydney,2127
SYDNEY OLYMPIC PARK,Sydney,2127
WENTWORTH POINT,Sydney,2127
SILVERWATER,Sydney,2128
SYDNEY Markets,Sydney,2129
SUMMER HILL,Sydney,2130
ASHFIELD,Sydney,2131
Croydon,Sydney,2132
CROYDON PARK,Sydney,2133
Burwood,Sydney,2134
STRATHFIELD,Sydney,2135
ENFIELD,Sydney,2136
STRATHFIELD SOUTH,Sydney,2136
BREAKFAST POINT,Sydney,2137
CABARITA,Sydney,2137
CONCORD,Sydney,2137
MORTLAKE,Sydney,2137
NORTH STRATHFIELD,Sydney,2137
CONCORD WEST,Sydney,2138
LIBERTY GROVE,Sydney,2138
RHODES,Sydney,2138
HOMEBUSH,Sydney,2140
HOMEBUSH WEST,Sydney,2140
LIDCOMBE,Sydney,2141
BERALA,Sydney,2141
CAMELLIA,Sydney,2142
GRANVILLE,Sydney,2142
ROSEHILL,Sydney,2142
SOUTH GRANVILLE,Sydney,2142
HOLROYD,Sydney,2142
BIRRONG,Sydney,2143
REGENTS PARK,Sydney,2143
POTTS HILL,Sydney,2143
AUBURN,Sydney,2144
CONSTITUTION HILL,Sydney,2145
GREYSTANES,Sydney,2145
MAYS HILL,Sydney,2145
PEMULWUY,Sydney,2145
PENDLE HILL,Sydney,2145
SOUTH WENTWORTHVILLE,Sydney,2145
WESTMEAD,Sydney,2145
WENTWORTHVILLE,Sydney,2145
GIRRAWEEN,Sydney,2145
OLD TOONGABBIE,Sydney,2146
TOONGABBIE,Sydney,2146
KINGS LANGLEY,Sydney,2147
LALOR PARK,Sydney,2147
SEVEN HILLS,Sydney,2147
BLACKTOWN,Sydney,2148
MARAYONG,Sydney,2148
PROSPECT,Sydney,2148
HUNTINGWOOD,Sydney,2148
NORTH PARAMATTA,Sydney,2150
PARRAMATTA,Sydney,2150
HARRIS PARK,Sydney,2150
NORTH PARRAMATTA,Sydney,2151
NORTH ROCKS,Sydney,2151
NORTH MEAD,Sydney,2152
NORTHMEAD,Sydney,2152
BAULKHAM HILLS,Sydney,2153
BELLA VISTA,Sydney,2153
WINSTON HILLS,Sydney,2153
CASTLE HILL,Sydney,2154
BEAUMONT HILLS,Sydney,2155
KELLYVILLE,Sydney,2155
KELLYVILLE RIDGE,Sydney,2155
ROUSE HILL,Sydney,2155
GLENHAVEN,Sydney,2156
KENTHURST,Sydney,2156
Glenorie,Sydney,2157
DURAL,Sydney,2158
MERRYLANDS,Sydney,2160
MERRYLANDS WEST,Sydney,2160
GUILDFORD,Sydney,2161
YENNORA,Sydney,2161
OLD GUILDFORD,Sydney,2161
GUILDFORD WEST,Sydney,2161
CHESTER HILL,Sydney,2162
SEFTON,Sydney,2162
VILLAWOOD,Sydney,2163
SMITHFIELD,Sydney,2164
WETHERILL PARK,Sydney,2164
WOODPARK,Sydney,2164
FAIRFIELD WEST,Sydney,2165
FAIRFIELD,Sydney,2165
FAIRFIELD EAST,Sydney,2165
FAIRFIELD HEIGHTS,Sydney,2165
CABRAMATTA,Sydney,2166
CABRAMATTA WEST,Sydney,2166
CABRAMMATTA WEST,Sydney,2166
CANLEY HEIGHTS,Sydney,2166
CANLEY VALE,Sydney,2166
LANSVALE,Sydney,2166
GLENFIELD,Sydney,2167
ASHCROFT,Sydney,2168
BUSBY,Sydney,2168
CARTWRIGHT,Sydney,2168
GREEN VALLEY,Sydney,2168
HINCHINBROOK,Sydney,2168
HECKENBERG,Sydney,2168
SADLEIR,Sydney,2168
CASULA,Sydney,2170
CHIPPING NORTON,Sydney,2170
HAMMONDVILLE,Sydney,2170
LIVERPOOL,Sydney,2170
LURNEA,Sydney,2170
MOOREBANK,Sydney,2170
PRESTONS,Sydney,2170
WARWICK FARM,Sydney,2170
MOUNT PRITCHARD,Sydney,2170
CARNES HILL,Sydney,2171
CECIL HILLS,Sydney,2171
ELIZABETH HILLS,Sydney,2171
HORNINGSEA PARK,Sydney,2171
HOXTON PARK,Sydney,2171
LEN WATERS ESTATE,Sydney,2171
MIDDLETON GRANGE,Sydney,2171
WEST HOXTON,Sydney,2171
PLEASURE POINT,Sydney,2172
VOYAGER POINT,Sydney,2172
SANDY POINT,Sydney,2172
HOLSWORTHY,Sydney,2173
WATTLE GROVE,Sydney,2173
EDMONDSON PARK,Sydney,2174
HORSLEY PARK,Sydney,2175
BOSSLEY PARK,Sydney,2176
EDENSOR PARK,Sydney,2176
GREENFIELD PARK,Sydney,2176
PRAIRIEWOOD,Sydney,2176
ST JOHNS PARK,Sydney,2176
WAKELEY,Sydney,2176
ABBOTSBURY,Sydney,2176
EDSON PARK,Sydney,2176
BONNYRIGG,Sydney,2177
BONNYRIGG HEIGHTS,Sydney,2177
CECIL PARK,Sydney,2178
MOUNT VERNON,Sydney,2178
KEMPS CREEK,Sydney,2178
LEPPINGTON,Sydney,2179
AUSTRAL,Sydney,2179
GREENACRE,Sydney,2190
CHULLORA,Sydney,2190
MOUNT LEWIS,Sydney,2190
BELFIELD,Sydney,2191
BELMORE,Sydney,2192
ASHBURY,Sydney,2193
HURLSTONE PARK,Sydney,2193
CAMPSIE,Sydney,2194
LAKEMBA,Sydney,2195
WILEY PARK,Sydney,2195
PUNCHBOWL,Sydney,2196
ROSELANDS,Sydney,2196
BASS HILL,Sydney,2197
GEORGES HALL,Sydney,2198
YAGOONA,Sydney,2199
CONDELL PARK,Sydney,2200
BANKSTOWN,Sydney,2200
DULWHICH HILL,Sydney,2203
DULWICH HILL,Sydney,2203
MARRICKVILLE,Sydney,2204
MARRICKVILLE SOUTH,Sydney,2204
ARNCLIFFE,Sydney,2205
WOLLI CREEK,Sydney,2205
TURRELLA,Sydney,2205
EARLWOOD,Sydney,2206
CLEMTON PARK,Sydney,2206
BARDWELL PARK,Sydney,2207
BARDWELL VALLEY,Sydney,2207
BEXLEY NORTH,Sydney,2207
BEXLEY,Sydney,2207
KINGSGROVE,Sydney,2208
BEVERLY HILLS,Sydney,2209
NARWEE,Sydney,2209
LUGARNO,Sydney,2210
PEAKHURST,Sydney,2210
PEAKHURST HEIGHTS,Sydney,2210
RIVERWOOD,Sydney,2210
PADSTOW,Sydney,2211
PADSTOW HEIGHTS,Sydney,2211
REVESBY,Sydney,2212
REVESBY HEIGHTS,Sydney,2212
EAST HILLS,Sydney,2213
PANANIA,Sydney,2213
PICNIC POINT,Sydney,2213
MILPERRA,Sydney,2214
BANKSIA,Sydney,2216
BRIGHTON-LE-SANDS,Sydney,2216
ROCKDALE,Sydney,2216
KYEEMAGH,Sydney,2216
BEVERLEY PARK,Sydney,2217
KOGARAH,Sydney,2217
MONTEREY,Sydney,2217
RAMSGATE,Sydney,2217
RAMSGATE BEACH,Sydney,2217
KOGARAH BAY,Sydney,2217
CARLTON,Sydney,2218
SANDRINGHAM,Sydney,2219
SANS SOUCI,Sydney,2219
DOLLS POINT,Sydney,2219
HURSTVILLE,Sydney,2220
HURSTVILLE GROVE,Sydney,2220
CARSS PARK,Sydney,2221
CONNELLS POINT,Sydney,2221
BLAKEHURST,Sydney,2221
SOUTH HURSTVILLE,Sydney,2221
PENSHURST,Sydney,2222
MORTDALE,Sydney,2223
OATLEY,Sydney,2223
SYLVANIA,Sydney,2224
SYLVANIA WATERS,Sydney,2224
OYSTER BAY,Sydney,2225
BONNET BAY,Sydney,2226
COMO,Sydney,2226
JANNALI,Sydney,2226
COMI,Sydney,2226
GYMEA,Sydney,2227
GYMEA BAY,Sydney,2227
MIRANDA,Sydney,2228
YOWIE BAY,Sydney,2228
CARINGBAH,Sydney,2229
CARINGBAH SOUTH,Sydney,2229
DOLANS BAY,Sydney,2229
TAREN POINT,Sydney,2229
LILLI PILLI,Sydney,2229
PORT HACKING,Sydney,2229
BUNDEENA,Sydney,2230
BURRANEER,Sydney,2230
CRONULLA,Sydney,2230
GREENHILLS BEACH,Sydney,2230
MAIANBAR,Sydney,2230
WOOLOOWARE,Sydney,2230
KURNELL,Sydney,2231
GRAYS POINT,Sydney,2232
KAREELA,Sydney,2232
LOFTUS,Sydney,2232
SUTHERLAND,Sydney,2232
WORONORA,Sydney,2232
KIRRAWEE,Sydney,2232
KIRALEA,Sydney,2232
ENGADINE,Sydney,2233
HEATHCOTE,Sydney,2233
WORONORA HEIGHTS,Sydney,2233
YARRAWARRAH,Sydney,2233
BANGOR,Sydney,2234
BARDEN RIDGE,Sydney,2234
ILLAWONG,Sydney,2234
MENAI,Sydney,2234
ALFORDS POINT,Sydney,2234
BRINGELLY,Sydney,2556
GLEDSWOOD HILLS,Sydney,2557
GREGORY HILLS,Sydney,2557
ROSSMORE,Sydney,2557
CATHERINE FIELD,Sydney,2557
KEARNS,Sydney,2558
EAGLE VALE,Sydney,2558
ESCHOL PARK,Sydney,2558
